market,regime,run,cap_bps,breach_rate,accepted,rejected,staleness_days,cumulative_return,annualised_return,annualised_vol,sharpe_rf0,max_drawdown,mean_turnover,exec_lending_bps,excess_bps
realised,project,Agent 2: mean-variance,9400,1.0,136,0,0.0,0.011036,0.029896,0.033078,0.9207,0.022685,0.003235,9400,423.5
realised,hold,Agent 2: mean-variance,9500,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 2: mean-variance,9500,1.0,136,0,0.0,0.011763,0.031884,0.027567,1.1707,0.018409,0.003309,9500,430.8
realised,hold,Agent 2: mean-variance,9600,0.9926,1,135,34.31,0.080012,0.229464,0.193684,1.3036,0.090606,0.003371,7090,1113.3
realised,project,Agent 2: mean-variance,9600,0.9926,136,0,0.0,0.012432,0.033717,0.02207,1.539,0.014163,0.003404,9600,437.5
realised,hold,Agent 2: mean-variance,9700,0.9706,4,132,32.18,0.032226,0.088852,0.188415,0.574,0.090606,0.003537,7228,635.4
realised,project,Agent 2: mean-variance,9700,0.9706,136,0,0.0,0.012943,0.035117,0.016662,2.1162,0.01016,0.00366,9699,442.6
realised,hold,Agent 2: mean-variance,9800,0.8897,15,121,14.67,0.004847,0.013061,0.159326,0.1624,0.090606,0.00393,8304,361.6
realised,project,Agent 2: mean-variance,9800,0.8897,136,0,0.0,0.014324,0.038909,0.011601,3.3599,0.006258,0.004069,9793,456.4
realised,hold,Agent 2: mean-variance,9900,0.6397,49,87,8.66,0.067472,0.191528,0.104781,1.8898,0.051926,0.004863,9165,987.9
realised,project,Agent 2: mean-variance,9900,0.6397,136,0,0.0,0.014766,0.040122,0.008269,4.8567,0.003837,0.004994,9869,460.8
realised,hold,Agent 2: mean-variance,10000,0.0,136,0,0.0,0.013117,0.035592,0.00717,4.9675,0.002756,0.006338,9909,444.3
realised,project,Agent 2: mean-variance,10000,0.0,136,0,0.0,0.013117,0.035592,0.00717,4.9675,0.002756,0.006338,9909,444.3
realised,hold,Agent 3: unconstrained,5000,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,5000,1.0,136,0,0.0,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,hold,Agent 3: unconstrained,5100,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,5100,1.0,136,0,0.0,-0.030138,-0.078848,0.270606,-0.1655,0.191833,7.4e-05,5100,11.8
realised,hold,Agent 3: unconstrained,5200,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,5200,1.0,136,0,0.0,-0.02897,-0.075867,0.265081,-0.1626,0.18821,0.000147,5200,23.5
realised,hold,Agent 3: unconstrained,5300,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,5300,1.0,136,0,0.0,-0.027812,-0.072905,0.259555,-0.1596,0.184574,0.000221,5300,35.0
realised,hold,Agent 3: unconstrained,5400,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,5400,1.0,136,0,0.0,-0.026663,-0.069961,0.25403,-0.1564,0.180923,0.000294,5400,46.5
realised,hold,Agent 3: unconstrained,5500,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,5500,1.0,136,0,0.0,-0.025523,-0.067036,0.248505,-0.153,0.177258,0.000368,5500,57.9
realised,hold,Agent 3: unconstrained,5600,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,5600,1.0,136,0,0.0,-0.024393,-0.064131,0.24298,-0.1495,0.173579,0.000441,5600,69.2
realised,hold,Agent 3: unconstrained,5700,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,5700,1.0,136,0,0.0,-0.023273,-0.061244,0.237455,-0.1458,0.169885,0.000515,5700,80.4
realised,hold,Agent 3: unconstrained,5800,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,5800,1.0,136,0,0.0,-0.022163,-0.058378,0.23193,-0.142,0.166177,0.000588,5800,91.5
realised,hold,Agent 3: unconstrained,5900,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,5900,1.0,136,0,0.0,-0.021063,-0.055531,0.226405,-0.1379,0.162455,0.000662,5900,102.5
realised,hold,Agent 3: unconstrained,6000,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,6000,1.0,136,0,0.0,-0.019972,-0.052704,0.22088,-0.1336,0.158718,0.000735,6000,113.4
realised,hold,Agent 3: unconstrained,6100,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,6100,1.0,136,0,0.0,-0.018891,-0.049897,0.215355,-0.1291,0.154966,0.000809,6100,124.3
realised,hold,Agent 3: unconstrained,6200,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,6200,1.0,136,0,0.0,-0.01782,-0.047111,0.20983,-0.1243,0.1512,0.000882,6200,135.0
realised,hold,Agent 3: unconstrained,6300,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,6300,1.0,136,0,0.0,-0.016759,-0.044346,0.204304,-0.1192,0.147419,0.000956,6300,145.6
realised,hold,Agent 3: unconstrained,6400,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,6400,1.0,136,0,0.0,-0.015708,-0.041602,0.198779,-0.1139,0.143624,0.001029,6400,156.1
realised,hold,Agent 3: unconstrained,6500,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,6500,1.0,136,0,0.0,-0.014667,-0.038879,0.193254,-0.1082,0.139814,0.001103,6500,166.5
realised,hold,Agent 3: unconstrained,6600,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,6600,1.0,136,0,0.0,-0.013636,-0.036177,0.187729,-0.1022,0.135989,0.001176,6600,176.8
realised,hold,Agent 3: unconstrained,6700,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,6700,1.0,136,0,0.0,-0.012615,-0.033497,0.182204,-0.0958,0.132149,0.00125,6700,187.0
realised,hold,Agent 3: unconstrained,6800,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,6800,1.0,136,0,0.0,-0.011604,-0.030839,0.17668,-0.089,0.128294,0.001324,6800,197.1
realised,hold,Agent 3: unconstrained,6900,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,6900,1.0,136,0,0.0,-0.010603,-0.028203,0.171155,-0.0817,0.124425,0.001397,6900,207.1
realised,hold,Agent 3: unconstrained,7000,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,7000,1.0,136,0,0.0,-0.009612,-0.025589,0.16563,-0.0739,0.12054,0.001471,7000,217.0
realised,hold,Agent 3: unconstrained,7100,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,7100,1.0,136,0,0.0,-0.008632,-0.022998,0.160105,-0.0656,0.116641,0.001544,7100,226.8
realised,hold,Agent 3: unconstrained,7200,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,7200,1.0,136,0,0.0,-0.007662,-0.02043,0.15458,-0.0566,0.112726,0.001618,7200,236.5
realised,hold,Agent 3: unconstrained,7300,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,7300,1.0,136,0,0.0,-0.006702,-0.017885,0.149055,-0.047,0.108796,0.001691,7300,246.1
realised,hold,Agent 3: unconstrained,7400,1.0,0,136,68.5,-0.031316,-0.081847,0.276131,-0.1683,0.195441,0.0,5000,0.0
realised,project,Agent 3: unconstrained,7400,1.0,136,0,0.0,-0.005752,-0.015362,0.143531,-0.0366,0.104851,0.001765,7400,255.6
realised,hold,Agent 3: unconstrained,7500,0.9926,1,135,34.31,0.02943,0.080956,0.216949,0.4906,0.100891,0.001838,6140,607.5
realised,project,Agent 3: unconstrained,7500,0.9926,136,0,0.0,-0.004812,-0.012864,0.138006,-0.0253,0.100891,0.001838,7500,265.0
realised,hold,Agent 3: unconstrained,7600,0.9926,1,135,34.31,0.02943,0.080956,0.216949,0.4906,0.100891,0.001838,6140,607.5
realised,project,Agent 3: unconstrained,7600,0.9926,136,0,0.0,-0.004193,-0.011213,0.132529,-0.0193,0.097196,0.002059,7599,271.2
realised,hold,Agent 3: unconstrained,7700,0.9926,1,135,34.31,0.02943,0.080956,0.216949,0.4906,0.100891,0.001838,6140,607.5
realised,project,Agent 3: unconstrained,7700,0.9926,136,0,0.0,-0.003584,-0.009589,0.127054,-0.0128,0.093488,0.002279,7699,277.3
realised,hold,Agent 3: unconstrained,7800,0.9926,1,135,34.31,0.02943,0.080956,0.216949,0.4906,0.100891,0.001838,6140,607.5
realised,project,Agent 3: unconstrained,7800,0.9926,136,0,0.0,-0.002985,-0.007992,0.121581,-0.0057,0.089766,0.0025,7798,283.3
realised,hold,Agent 3: unconstrained,7900,0.9926,1,135,34.31,0.02943,0.080956,0.216949,0.4906,0.100891,0.001838,6140,607.5
realised,project,Agent 3: unconstrained,7900,0.9926,136,0,0.0,-0.002398,-0.006422,0.116112,0.0021,0.086032,0.002721,7897,289.2
realised,hold,Agent 3: unconstrained,8000,0.9926,1,135,34.31,0.02943,0.080956,0.216949,0.4906,0.100891,0.001838,6140,607.5
realised,project,Agent 3: unconstrained,8000,0.9926,136,0,0.0,-0.001821,-0.00488,0.110645,0.0107,0.082284,0.002941,7996,295.0
realised,hold,Agent 3: unconstrained,8100,0.9926,1,135,34.31,0.02943,0.080956,0.216949,0.4906,0.100891,0.001838,6140,607.5
realised,project,Agent 3: unconstrained,8100,0.9926,136,0,0.0,-0.001255,-0.003365,0.105183,0.0202,0.078524,0.003162,8096,300.6
realised,hold,Agent 3: unconstrained,8200,0.9926,1,135,34.31,0.02943,0.080956,0.216949,0.4906,0.100891,0.001838,6140,607.5
realised,project,Agent 3: unconstrained,8200,0.9926,136,0,0.0,-0.0007,-0.001878,0.099725,0.0307,0.07475,0.003382,8195,306.2
realised,hold,Agent 3: unconstrained,8300,0.9926,1,135,34.31,0.02943,0.080956,0.216949,0.4906,0.100891,0.001838,6140,607.5
realised,project,Agent 3: unconstrained,8300,0.9926,136,0,0.0,-0.000156,-0.000419,0.094272,0.0424,0.070963,0.003603,8294,311.6
realised,hold,Agent 3: unconstrained,8400,0.9926,1,135,34.31,0.02943,0.080956,0.216949,0.4906,0.100891,0.001838,6140,607.5
realised,project,Agent 3: unconstrained,8400,0.9926,136,0,0.0,0.000377,0.001013,0.088825,0.0556,0.067162,0.003824,8393,316.9
realised,hold,Agent 3: unconstrained,8500,0.4853,70,66,2.09,0.004765,0.01284,0.118779,0.168,0.063348,0.004044,8158,360.8
realised,project,Agent 3: unconstrained,8500,0.4853,136,0,0.0,0.0009,0.002416,0.083386,0.0705,0.063348,0.004044,8493,322.2
realised,hold,Agent 3: unconstrained,8600,0.4853,70,66,2.09,0.004765,0.01284,0.118779,0.168,0.063348,0.004044,8158,360.8
realised,project,Agent 3: unconstrained,8600,0.4853,136,0,0.0,-0.000101,-0.00027,0.080364,0.0366,0.06152,0.006471,8541,312.2
realised,hold,Agent 3: unconstrained,8700,0.4853,70,66,2.09,0.004765,0.01284,0.118779,0.168,0.063348,0.004044,8158,360.8
realised,project,Agent 3: unconstrained,8700,0.4853,136,0,0.0,-0.001106,-0.002966,0.077445,0.0001,0.05969,0.008897,8590,302.1
realised,hold,Agent 3: unconstrained,8800,0.4853,70,66,2.09,0.004765,0.01284,0.118779,0.168,0.063348,0.004044,8158,360.8
realised,project,Agent 3: unconstrained,8800,0.4853,136,0,0.0,-0.002117,-0.005671,0.074639,-0.0391,0.057857,0.011324,8638,292.0
realised,hold,Agent 3: unconstrained,8900,0.4853,70,66,2.09,0.004765,0.01284,0.118779,0.168,0.063348,0.004044,8158,360.8
realised,project,Agent 3: unconstrained,8900,0.4853,136,0,0.0,-0.003133,-0.008385,0.071961,-0.0811,0.056021,0.01375,8687,281.8
realised,hold,Agent 3: unconstrained,9000,0.1324,118,18,0.17,-0.006431,-0.017167,0.069689,-0.2123,0.056354,0.015441,8724,248.9
realised,project,Agent 3: unconstrained,9000,0.1324,136,0,0.0,-0.004154,-0.011109,0.069425,-0.1259,0.054183,0.016176,8735,271.6
realised,hold,Agent 3: unconstrained,9100,0.1324,118,18,0.17,-0.006431,-0.017167,0.069689,-0.2123,0.056354,0.015441,8724,248.9
realised,project,Agent 3: unconstrained,9100,0.1324,136,0,0.0,-0.005367,-0.014339,0.068458,-0.1759,0.052624,0.018015,8749,259.5
realised,hold,Agent 3: unconstrained,9200,0.1103,121,15,0.13,-0.003108,-0.00832,0.069347,-0.0858,0.053314,0.017059,8741,282.1
realised,project,Agent 3: unconstrained,9200,0.1103,136,0,0.0,-0.006581,-0.017566,0.06758,-0.2269,0.051063,0.019853,8762,247.4
realised,hold,Agent 3: unconstrained,9300,0.1103,121,15,0.13,-0.003108,-0.00832,0.069347,-0.0858,0.053314,0.017059,8741,282.1
realised,project,Agent 3: unconstrained,9300,0.1103,136,0,0.0,-0.008161,-0.021751,0.06682,-0.293,0.049786,0.021544,8773,231.6
realised,hold,Agent 3: unconstrained,9400,0.1103,121,15,0.13,-0.003108,-0.00832,0.069347,-0.0858,0.053314,0.017059,8741,282.1
realised,project,Agent 3: unconstrained,9400,0.1103,136,0,0.0,-0.00974,-0.025926,0.066152,-0.3599,0.048509,0.023235,8784,215.8
realised,hold,Agent 3: unconstrained,9500,0.0,136,0,0.0,-0.011319,-0.030089,0.065577,-0.4272,0.047231,0.024926,8795,200.0
realised,project,Agent 3: unconstrained,9500,0.0,136,0,0.0,-0.011319,-0.030089,0.065577,-0.4272,0.047231,0.024926,8795,200.0
realised,hold,Agent 3: unconstrained,9600,0.0,136,0,0.0,-0.011319,-0.030089,0.065577,-0.4272,0.047231,0.024926,8795,200.0
realised,project,Agent 3: unconstrained,9600,0.0,136,0,0.0,-0.011319,-0.030089,0.065577,-0.4272,0.047231,0.024926,8795,200.0
realised,hold,Agent 3: unconstrained,9700,0.0,136,0,0.0,-0.011319,-0.030089,0.065577,-0.4272,0.047231,0.024926,8795,200.0
realised,project,Agent 3: unconstrained,9700,0.0,136,0,0.0,-0.011319,-0.030089,0.065577,-0.4272,0.047231,0.024926,8795,200.0
realised,hold,Agent 3: unconstrained,9800,0.0,136,0,0.0,-0.011319,-0.030089,0.065577,-0.4272,0.047231,0.024926,8795,200.0
realised,project,Agent 3: unconstrained,9800,0.0,136,0,0.0,-0.011319,-0.030089,0.065577,-0.4272,0.047231,0.024926,8795,200.0
realised,hold,Agent 3: unconstrained,9900,0.0,136,0,0.0,-0.011319,-0.030089,0.065577,-0.4272,0.047231,0.024926,8795,200.0
realised,project,Agent 3: unconstrained,9900,0.0,136,0,0.0,-0.011319,-0.030089,0.065577,-0.4272,0.047231,0.024926,8795,200.0
realised,hold,Agent 3: unconstrained,10000,0.0,136,0,0.0,-0.011319,-0.030089,0.065577,-0.4272,0.047231,0.024926,8795,200.0
realised,project,Agent 3: unconstrained,10000,0.0,136,0,0.0,-0.011319,-0.030089,0.065577,-0.4272,0.047231,0.024926,8795,200.0
yield_only,project,Agent 1: rule-based,5000,1.0,136,0,0.0,0.018017,0.04909,0.000136,361.3353,0.0,0.0,5000,0.0
yield_only,project,Agent 1: rule-based,5100,0.9779,136,0,0.0,0.01807,0.049237,0.000133,370.2061,0.0,0.000593,4903,0.5
yield_only,project,Agent 1: rule-based,5200,0.9191,136,0,0.0,0.018123,0.049384,0.00013,379.5776,0.0,0.001231,4807,1.1
yield_only,project,Agent 1: rule-based,5300,0.875,136,0,0.0,0.018175,0.049528,0.000127,389.669,0.0,0.002025,4717,1.6
yield_only,project,Agent 1: rule-based,5400,0.8015,136,0,0.0,0.018226,0.049668,0.000124,400.9055,0.0,0.003218,4633,2.1
yield_only,project,Agent 1: rule-based,5500,0.7059,136,0,0.0,0.018274,0.049802,0.000121,412.9201,0.0,0.00436,4558,2.6
yield_only,project,Agent 1: rule-based,5600,0.625,136,0,0.0,0.018319,0.049928,0.000117,425.2729,0.0,0.005574,4491,3.0
yield_only,project,Agent 1: rule-based,5700,0.5294,136,0,0.0,0.018361,0.050044,0.000114,438.4411,0.0,0.006962,4432,3.4
yield_only,project,Agent 1: rule-based,5800,0.4485,136,0,0.0,0.018398,0.050145,0.000111,451.3537,0.0,0.008484,4383,3.8
yield_only,project,Agent 1: rule-based,5900,0.3603,136,0,0.0,0.01843,0.050234,0.000108,463.4319,0.0,0.009444,4343,4.1
yield_only,project,Agent 1: rule-based,6000,0.2941,136,0,0.0,0.018457,0.050307,0.000106,474.8217,0.0,0.010356,4311,4.4
yield_only,project,Agent 1: rule-based,6100,0.25,136,0,0.0,0.01848,0.050373,0.000104,486.2481,0.0,0.010953,4283,4.6
yield_only,project,Agent 1: rule-based,6200,0.1618,136,0,0.0,0.018498,0.050423,0.000102,495.8623,0.0,0.011585,4263,4.8
yield_only,project,Agent 1: rule-based,6300,0.1176,136,0,0.0,0.018511,0.050459,0.0001,503.016,0.0,0.012179,4249,4.9
yield_only,project,Agent 1: rule-based,6400,0.0588,136,0,0.0,0.01852,0.050483,9.9e-05,507.7162,0.0,0.012796,4240,5.0
yield_only,project,Agent 1: rule-based,6500,0.0147,136,0,0.0,0.018524,0.050493,9.9e-05,509.9721,0.0,0.013291,4237,5.1
yield_only,project,Agent 1: rule-based,6600,0.0074,136,0,0.0,0.018525,0.050496,9.9e-05,511.2039,0.0,0.013531,4235,5.1
yield_only,project,Agent 1: rule-based,6700,0.0074,136,0,0.0,0.018526,0.050499,9.9e-05,512.1493,0.0,0.013678,4235,5.1
yield_only,project,Agent 1: rule-based,6800,0.0074,136,0,0.0,0.018527,0.050501,9.8e-05,513.0046,0.0,0.013825,4234,5.1
yield_only,project,Agent 1: rule-based,6900,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,7000,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,7100,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,7200,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,7300,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,7400,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,7500,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,7600,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,7700,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,7800,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,7900,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,8000,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,8100,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,8200,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,8300,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,8400,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,8500,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,8600,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,8700,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,8800,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,8900,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,9000,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,9100,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,9200,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,9300,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,9400,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,9500,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,9600,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,9700,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,9800,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,9900,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 1: rule-based,10000,0.0,136,0,0.0,0.018527,0.050502,9.8e-05,513.2824,0.0,0.013876,4234,5.1
yield_only,project,Agent 2: mean-variance,5000,1.0,136,0,0.0,0.018017,0.04909,0.000136,361.3353,0.0,0.0,5000,0.0
yield_only,project,Agent 2: mean-variance,5100,1.0,136,0,0.0,0.017963,0.048943,0.000139,352.7106,0.0,7.4e-05,5100,-0.5
yield_only,project,Agent 2: mean-variance,5200,1.0,136,0,0.0,0.01791,0.048796,0.000142,344.3638,0.0,0.000147,5200,-1.1
yield_only,project,Agent 2: mean-variance,5300,1.0,136,0,0.0,0.017857,0.048648,0.000145,336.2877,0.0,0.000221,5300,-1.6
yield_only,project,Agent 2: mean-variance,5400,1.0,136,0,0.0,0.017804,0.048501,0.000148,328.4747,0.0,0.000294,5400,-2.1
yield_only,project,Agent 2: mean-variance,5500,1.0,136,0,0.0,0.017751,0.048354,0.000151,320.9171,0.0,0.000368,5500,-2.7
yield_only,project,Agent 2: mean-variance,5600,1.0,136,0,0.0,0.017697,0.048207,0.000154,313.6067,0.0,0.000441,5600,-3.2
yield_only,project,Agent 2: mean-variance,5700,1.0,136,0,0.0,0.017644,0.04806,0.000157,306.5354,0.0,0.000515,5700,-3.7
yield_only,project,Agent 2: mean-variance,5800,1.0,136,0,0.0,0.017591,0.047913,0.00016,299.6948,0.0,0.000588,5800,-4.3
yield_only,project,Agent 2: mean-variance,5900,1.0,136,0,0.0,0.017538,0.047766,0.000163,293.0768,0.0,0.000662,5900,-4.8
yield_only,project,Agent 2: mean-variance,6000,1.0,136,0,0.0,0.017485,0.047619,0.000166,286.6733,0.0,0.000735,6000,-5.3
yield_only,project,Agent 2: mean-variance,6100,1.0,136,0,0.0,0.017431,0.047472,0.000169,280.4765,0.0,0.000809,6100,-5.9
yield_only,project,Agent 2: mean-variance,6200,1.0,136,0,0.0,0.017378,0.047325,0.000172,274.4785,0.0,0.000882,6200,-6.4
yield_only,project,Agent 2: mean-variance,6300,1.0,136,0,0.0,0.017325,0.047178,0.000176,268.6718,0.0,0.000956,6300,-6.9
yield_only,project,Agent 2: mean-variance,6400,1.0,136,0,0.0,0.017272,0.047031,0.000179,263.0491,0.0,0.001029,6400,-7.4
yield_only,project,Agent 2: mean-variance,6500,1.0,136,0,0.0,0.017219,0.046884,0.000182,257.6032,0.0,0.001103,6500,-8.0
yield_only,project,Agent 2: mean-variance,6600,1.0,136,0,0.0,0.017165,0.046738,0.000185,252.3274,0.0,0.001176,6600,-8.5
yield_only,project,Agent 2: mean-variance,6700,1.0,136,0,0.0,0.017112,0.046591,0.000188,247.2148,0.0,0.00125,6700,-9.0
yield_only,project,Agent 2: mean-variance,6800,1.0,136,0,0.0,0.017059,0.046444,0.000192,242.2593,0.0,0.001324,6800,-9.6
yield_only,project,Agent 2: mean-variance,6900,1.0,136,0,0.0,0.017006,0.046297,0.000195,237.4545,0.0,0.001397,6900,-10.1
yield_only,project,Agent 2: mean-variance,7000,1.0,136,0,0.0,0.016953,0.04615,0.000198,232.7947,0.0,0.001471,7000,-10.6
yield_only,project,Agent 2: mean-variance,7100,1.0,136,0,0.0,0.0169,0.046003,0.000202,228.2742,0.0,0.001544,7100,-11.2
yield_only,project,Agent 2: mean-variance,7200,1.0,136,0,0.0,0.016846,0.045857,0.000205,223.8876,0.0,0.001618,7200,-11.7
yield_only,project,Agent 2: mean-variance,7300,1.0,136,0,0.0,0.016793,0.04571,0.000208,219.6296,0.0,0.001691,7300,-12.2
yield_only,project,Agent 2: mean-variance,7400,1.0,136,0,0.0,0.01674,0.045563,0.000211,215.4954,0.0,0.001765,7400,-12.8
yield_only,project,Agent 2: mean-variance,7500,1.0,136,0,0.0,0.016687,0.045417,0.000215,211.48,0.0,0.001838,7500,-13.3
yield_only,project,Agent 2: mean-variance,7600,1.0,136,0,0.0,0.016634,0.04527,0.000218,207.579,0.0,0.001912,7600,-13.8
yield_only,project,Agent 2: mean-variance,7700,1.0,136,0,0.0,0.016581,0.045123,0.000221,203.788,0.0,0.001985,7700,-14.4
